chromosome	start	end	strand	C%+G%	Obs/Exp	len	gene_id
chr1	transcript	26146123	26147461	+	68.09	0.84	128.0	RP1-317E23.6
chr1	gene	26146123	26147461	+	68.09	0.84	128.0	MTFR1L
chr1	transcript	26146123	26147461	+	68.09	0.84	128.0	MTFR1L
chr1	gene	26361518	26362709	+	65.74	0.71	91.0	EXTL1
chr1	transcript	26361518	26362709	+	65.74	0.71	91.0	EXTL1
chr1	gene	26551242	26552195	+	61.7	0.63	57.0	RP11-231P20.2
chr1	transcript	26551242	26552195	+	61.7	0.63	57.0	RP11-231P20.2
chr1	gene	26606222	26606984	+	70.6	0.78	74.0	SH3BGRL3
chr1	transcript	26606222	26606984	+	70.6	0.78	74.0	SH3BGRL3
chr1	gene	26645487	26646083	+	56.54	0.7	33.0	CD52
chr1	transcript	26645487	26646083	+	56.54	0.7	33.0	CD52
chr1	gene	27114091	27115119	+	66.83	0.7	79.0	PIGV
chr1	transcript	27114091	27115119	+	66.83	0.7	79.0	PIGV
chr1	gene	27118673	27119253	+	55.34	0.77	33.0	PIGV
chr1	transcript	27118673	27119253	+	55.34	0.77	33.0	PIGV
chr1	gene	27248012	27248828	+	65.69	0.96	84.0	NUDC
chr1	transcript	27248012	27248828	+	65.69	0.96	84.0	NUDC
chr1	gene	27675587	27678251	+	66.89	0.67	198.0	SYTL1
chr1	transcript	27675587	27678251	+	66.89	0.67	198.0	SYTL1
chr1	gene	27854312	27855286	+	69.71	0.69	82.0	RP1-159A19.4
chr1	transcript	27854312	27855286	+	69.71	0.69	82.0	RP1-159A19.4
chr1	gene	28074659	28075289	+	55.24	0.63	30.0	FAM76A
chr1	transcript	28074659	28075289	+	55.24	0.63	30.0	FAM76A
chr1	gene	28171251	28171897	+	55.11	0.63	31.0	PPP1R8
chr1	transcript	28171251	28171897	+	55.11	0.63	31.0	PPP1R8
chr1	gene	28707500	28708057	+	52.42	0.61	23.0	PHACTR4
chr1	transcript	28707500	28708057	+	52.42	0.61	23.0	PHACTR4
chr1	gene	28840633	28841167	+	54.49	0.63	25.0	RCC1
chr1	transcript	28840633	28841167	+	54.49	0.63	25.0	RCC1
chr1	gene	28844273	28845513	+	65.16	0.87	115.0	RCC1
chr1	transcript	28844273	28845513	+	65.16	0.87	115.0	RCC1
chr1	gene	28857008	28857866	+	59.67	0.71	54.0	RCC1
chr1	transcript	28857008	28857866	+	59.67	0.71	54.0	RCC1
chr1	gene	28860458	28861224	+	54.7	0.67	38.0	RCC1
chr1	transcript	28860458	28861224	+	54.7	0.67	38.0	RCC1
chr1	gene	28884655	28885387	+	53.14	0.6	31.0	TRNAU1AP
chr1	transcript	28884655	28885387	+	53.14	0.6	31.0	TRNAU1AP
chr1	gene	28918851	28919566	+	72.59	0.88	81.0	RAB42
chr1	transcript	28918851	28919566	+	72.59	0.88	81.0	RAB42
chr1	gene	28996700	28997312	+	55.39	0.62	29.0	GMEB1
chr1	transcript	28996700	28997312	+	55.39	0.62	29.0	GMEB1
chr1	gene	29094051	29094698	+	54.87	0.7	34.0	YTHDF2
chr1	transcript	29094051	29094698	+	54.87	0.7	34.0	YTHDF2
chr1	gene	29184327	29185128	+	53.43	0.72	41.0	OPRD1
chr1	transcript	29184327	29185128	+	53.43	0.72	41.0	OPRD1
chr1	gene	29189224	29190204	+	65.82	0.74	79.0	OPRD1
chr1	transcript	29189224	29190204	+	65.82	0.74	79.0	OPRD1
chr1	gene	29240515	29241970	+	66.05	0.85	134.0	EPB41
chr1	transcript	29240515	29241970	+	66.05	0.85	134.0	EPB41
chr1	gene	29255776	29256339	+	57.02	0.74	34.0	EPB41
chr1	transcript	29255776	29256339	+	57.02	0.74	34.0	EPB41
chr1	gene	29563631	29565308	+	70.42	0.93	190.0	PTPRU
chr1	transcript	29563631	29565308	+	70.42	0.93	190.0	PTPRU
chr1	gene	29585853	29587492	+	68.27	0.67	126.0	PTPRU
chr1	transcript	29585853	29587492	+	68.27	0.67	126.0	PTPRU
chr1	gene	29619769	29620283	+	52.72	0.71	25.0	PTPRU
chr1	transcript	29619769	29620283	+	52.72	0.71	25.0	PTPRU
chr1	gene	31194201	31194703	+	61.95	0.63	30.0	MATN1-AS1
chr1	transcript	31194201	31194703	+	61.95	0.63	30.0	MATN1-AS1
chr1	gene	31885619	31887095	+	69.51	0.78	139.0	SERINC2
chr1	transcript	31885619	31887095	+	69.51	0.78	139.0	SERINC2
chr1	gene	32109798	32110962	+	60.65	0.78	82.0	RP11-73M7.6
chr1	transcript	32109798	32110962	+	60.65	0.78	82.0	RP11-73M7.6
chr1	gene	32537942	32539148	+	63.52	0.79	91.0	TMEM39B
chr1	transcript	32537942	32539148	+	63.52	0.79	91.0	TMEM39B
chr1	gene	32548398	32549267	+	52.7	0.65	39.0	TMEM39B
chr1	transcript	32548398	32549267	+	52.7	0.65	39.0	TMEM39B
chr1	gene	32580504	32581021	+	53.77	0.65	24.0	KPNA6
chr1	transcript	32580504	32581021	+	53.77	0.65	24.0	KPNA6
chr1	gene	32648785	32649591	+	53.1	0.62	35.0	TXLNA
chr1	transcript	32648785	32649591	+	53.1	0.62	35.0	TXLNA
chr1	gene	32740552	32742407	+	63.83	0.61	115.0	LCK
chr1	transcript	32740552	32742407	+	63.83	0.61	115.0	LCK
chr1	gene	32763225	32764118	+	55.1	0.65	44.0	HDAC1
chr1	transcript	32763225	32764118	+	55.1	0.65	44.0	HDAC1
chr1	gene	32781173	32781881	+	53.25	0.68	34.0	HDAC1
chr1	transcript	32781173	32781881	+	53.25	0.68	34.0	HDAC1
chr1	gene	32826721	32828294	+	68.85	0.78	144.0	TSSK3
chr1	transcript	32826721	32828294	+	68.85	0.78	144.0	TSSK3
chr1	gene	32965958	32966689	+	74.97	1.0	100.0	RP1-27O5.3
chr1	transcript	32965958	32966689	+	74.97	1.0	100.0	RP1-27O5.3
chr1	gene	32986288	32986845	+	56.01	0.72	31.0	RP1-27O5.3
chr1	transcript	32986288	32986845	+	56.01	0.72	31.0	RP1-27O5.3
chr1	gene	33004795	33005968	+	67.43	0.97	129.0	RP1-27O5.3
chr1	transcript	33004795	33005968	+	67.43	0.97	129.0	RP1-27O5.3
chr1	gene	33129208	33129732	+	52.29	0.68	24.0	RBBP4
chr1	transcript	33129208	33129732	+	52.29	0.68	24.0	RBBP4
chr1	gene	33219246	33220772	+	66.25	0.69	116.0	KIAA1522
chr1	transcript	33219246	33220772	+	66.25	0.69	116.0	KIAA1522
chr1	gene	33282639	33284106	+	66.8	0.68	110.0	S100PBP
chr1	transcript	33282639	33284106	+	66.8	0.68	110.0	S100PBP
chr1	gene	33358348	33359646	+	68.26	0.69	101.0	HPCA
chr1	transcript	33358348	33359646	+	68.26	0.69	101.0	HPCA
chr1	gene	33741628	33742519	+	67.0	0.65	65.0	ZNF362
chr1	transcript	33741628	33742519	+	67.0	0.65	65.0	ZNF362
chr1	gene	34642184	34643126	+	66.24	0.72	74.0	C1orf94
chr1	transcript	34642184	34643126	+	66.24	0.72	74.0	C1orf94
chr1	gene	35226891	35227399	+	61.02	0.72	34.0	GJB4
chr1	transcript	35226891	35227399	+	61.02	0.72	34.0	GJB4
chr1	exon	35226891	35227399	+	61.02	0.72	34.0	GJB4
chr1	CDS	35226891	35227399	+	61.02	0.72	34.0	GJB4
chr1	gene	35544807	35545696	+	58.72	0.74	57.0	ZMYM1
chr1	transcript	35544807	35545696	+	58.72	0.74	57.0	ZMYM1
chr1	gene	35572475	35573058	+	57.63	0.74	36.0	ZMYM1
chr1	transcript	35572475	35573058	+	57.63	0.74	36.0	ZMYM1
chr1	gene	36042274	36043477	+	69.33	0.77	112.0	TFAP2E
chr1	transcript	36042274	36043477	+	69.33	0.77	112.0	TFAP2E
chr1	gene	36348502	36349732	+	68.78	0.67	96.0	AGO1
chr1	transcript	36348502	36349732	+	68.78	0.67	96.0	AGO1
chr1	gene	36621185	36622757	+	72.14	0.76	156.0	MAP7D1
chr1	transcript	36621185	36622757	+	72.14	0.76	156.0	MAP7D1
chr1	gene	36634618	36635153	+	56.82	0.66	28.0	MAP7D1
chr1	transcript	36634618	36635153	+	56.82	0.66	28.0	MAP7D1
chr1	gene	36641525	36642482	+	69.59	0.72	83.0	MAP7D1
chr1	transcript	36641525	36642482	+	69.59	0.72	83.0	MAP7D1
chr1	gene	36643578	36645180	+	67.73	0.61	109.0	MAP7D1
chr1	transcript	36643578	36645180	+	67.73	0.61	109.0	MAP7D1
chr1	gene	36786501	36787598	+	66.73	0.67	81.0	SH3D21
chr1	transcript	36786501	36787598	+	66.73	0.67	81.0	SH3D21
chr1	gene	36787722	36789590	+	71.9	0.73	176.0	SH3D21
chr1	transcript	36787722	36789590	+	71.9	0.73	176.0	SH3D21
chr1	gene	38272962	38274403	+	69.54	0.84	146.0	C1orf122
chr1	transcript	38272962	38274403	+	69.54	0.84	146.0	C1orf122
chr1	exon	38272962	38274403	+	69.54	0.84	146.0	C1orf122
chr1	gene	38477751	38478728	+	56.5	0.77	60.0	UTP11L
chr1	transcript	38477751	38478728	+	56.5	0.77	60.0	UTP11L
chr1	gene	39338415	39339451	+	66.31	0.77	87.0	RP5-864K19.4
chr1	transcript	39338415	39339451	+	66.31	0.77	87.0	RP5-864K19.4
chr1	gene	39345405	39346055	+	54.31	0.77	37.0	RP5-864K19.4
chr1	transcript	39345405	39346055	+	54.31	0.77	37.0	RP5-864K19.4
chr1	gene	39457411	39458131	+	54.17	0.64	33.0	AKIRIN1
chr1	transcript	39457411	39458131	+	54.17	0.64	33.0	AKIRIN1
chr1	gene	39498967	39499599	+	56.33	0.64	32.0	NDUFS5
chr1	transcript	39498967	39499599	+	56.33	0.64	32.0	NDUFS5
chr1	gene	39559896	39560438	+	50.55	0.7	24.0	MACF1
chr1	transcript	39559896	39560438	+	50.55	0.7	24.0	MACF1
chr1	gene	39570451	39572325	+	68.25	0.79	171.0	MACF1
chr1	transcript	39570451	39572325	+	68.25	0.79	171.0	MACF1
chr1	gene	39874019	39875372	+	72.06	0.87	153.0	MACF1
chr1	transcript	39874019	39875372	+	72.06	0.87	153.0	MACF1
chr1	gene	39980366	39981873	+	66.36	0.8	133.0	BMP8A
chr1	transcript	39980366	39981873	+	66.36	0.8	133.0	BMP8A
chr1	gene	40203823	40204866	+	55.8	0.8	65.0	PPIE
chr1	transcript	40203823	40204866	+	55.8	0.8	65.0	PPIE
chr1	gene	40690976	40691596	+	53.23	0.62	27.0	RLF
chr1	transcript	40690976	40691596	+	53.23	0.62	27.0	RLF
chr1	gene	40839216	40840144	+	69.94	0.68	74.0	SMAP2
chr1	transcript	40839216	40840144	+	69.94	0.68	74.0	SMAP2
chr1	gene	41267772	41268527	+	66.09	0.72	59.0	KCNQ4
chr1	transcript	41267772	41268527	+	66.09	0.72	59.0	KCNQ4
chr1	gene	41283604	41284592	+	66.9	0.71	78.0	KCNQ4
chr1	transcript	41283604	41284592	+	66.9	0.71	78.0	KCNQ4
chr1	gene	41831865	41832692	+	71.83	0.64	68.0	FOXO6
chr1	transcript	41831865	41832692	+	71.83	0.64	68.0	FOXO6
chr1	gene	41847221	41848522	+	75.48	0.88	162.0	FOXO6
chr1	transcript	41847221	41848522	+	75.48	0.88	162.0	FOXO6
chr1	gene	42928679	42929523	+	56.64	0.94	63.0	PPCS
chr1	transcript	42928679	42929523	+	56.64	0.94	63.0	PPCS
chr1	gene	43250303	43251421	+	66.91	0.62	75.0	C1orf50
chr1	transcript	43250303	43251421	+	66.91	0.62	75.0	C1orf50
chr1	gene	43613316	43613977	+	61.72	0.76	47.0	FAM183A
chr1	transcript	43613316	43613977	+	61.72	0.76	47.0	FAM183A
chr1	gene	43814075	43815278	+	65.92	0.74	96.0	MPL
chr1	transcript	43814075	43815278	+	65.92	0.74	96.0	MPL
chr1	gene	43996363	43997748	+	74.87	0.86	166.0	PTPRF
chr1	transcript	43996363	43997748	+	74.87	0.86	166.0	PTPRF
chr1	gene	44030870	44031910	+	67.31	0.66	78.0	PTPRF
chr1	transcript	44030870	44031910	+	67.31	0.66	78.0	PTPRF
chr1	gene	44056724	44057630	+	66.23	0.61	61.0	PTPRF
chr1	transcript	44056724	44057630	+	66.23	0.61	61.0	PTPRF
chr1	gene	44172544	44173875	+	68.29	0.9	140.0	ST3GAL3
chr1	transcript	44172544	44173875	+	68.29	0.9	140.0	ST3GAL3
chr1	gene	44401659	44402727	+	72.94	0.71	99.0	ARTN
chr1	transcript	44401659	44402727	+	72.94	0.71	99.0	ARTN
chr1	gene	44870868	44872133	+	63.16	0.79	99.0	RNF220
chr1	transcript	44870868	44872133	+	63.16	0.79	99.0	RNF220
chr1	gene	44872239	44874204	+	66.26	0.81	175.0	RNF220
chr1	transcript	44872239	44874204	+	66.26	0.81	175.0	RNF220
chr1	gene	44883137	44884273	+	67.78	0.84	110.0	RNF220
chr1	transcript	44883137	44884273	+	67.78	0.84	110.0	RNF220
chr1	gene	45082667	45083286	+	65.27	0.98	63.0	RNF220
chr1	transcript	45082667	45083286	+	65.27	0.98	63.0	RNF220
chr1	gene	45097179	45098348	+	67.24	0.77	101.0	RNF220
chr1	transcript	45097179	45098348	+	67.24	0.77	101.0	RNF220
chr1	gene	45106124	45106790	+	50.45	0.71	30.0	RNF220
chr1	transcript	45106124	45106790	+	50.45	0.71	30.0	RNF220
chr1	gene	45189518	45191234	+	66.03	0.61	113.0	C1orf228
chr1	transcript	45189518	45191234	+	66.03	0.61	113.0	C1orf228
chr1	gene	45278623	45279746	+	69.01	0.7	94.0	BTBD19
chr1	transcript	45278623	45279746	+	69.01	0.7	94.0	BTBD19
chr1	gene	45279992	45280706	+	56.58	0.75	42.0	BTBD19
chr1	transcript	45279992	45280706	+	56.58	0.75	42.0	BTBD19
chr1	exon	45279992	45280706	+	56.58	0.75	42.0	BTBD19
chr1	gene	46016331	46016957	+	61.98	0.68	41.0	AKR1A1
chr1	transcript	46016331	46016957	+	61.98	0.68	41.0	AKR1A1
chr1	gene	46268979	46269888	+	72.72	0.97	112.0	MAST2
chr1	transcript	46268979	46269888	+	72.72	0.97	112.0	MAST2
chr1	gene	46276711	46277599	+	54.17	0.71	46.0	MAST2
chr1	transcript	46276711	46277599	+	54.17	0.71	46.0	MAST2
chr1	gene	46354065	46354602	+	53.07	0.62	23.0	MAST2
chr1	transcript	46354065	46354602	+	53.07	0.62	23.0	MAST2
chr1	gene	46442882	46443545	+	52.19	0.61	27.0	MAST2
chr1	transcript	46442882	46443545	+	52.19	0.61	27.0	MAST2
chr1	gene	46771104	46771772	+	55.24	0.79	40.0	UQCRH
chr1	transcript	46771104	46771772	+	55.24	0.79	40.0	UQCRH
chr1	gene	46932049	46933003	+	68.13	0.92	101.0	LINC00505
chr1	transcript	46932049	46933003	+	68.13	0.92	101.0	LINC00505
chr1	gene	47009446	47010244	+	67.42	0.66	59.0	MKNK1-AS1
chr1	transcript	47009446	47010244	+	67.42	0.66	59.0	MKNK1-AS1
chr1	gene	47489195	47489802	+	66.89	0.69	47.0	CYP4X1
chr1	transcript	47489195	47489802	+	66.89	0.69	47.0	CYP4X1
chr1	gene	47881800	47883392	+	72.68	0.9	186.0	FOXE3
chr1	transcript	47881800	47883392	+	72.68	0.9	186.0	FOXE3
chr1	exon	47881800	47883392	+	72.68	0.9	186.0	FOXE3
chr1	gene	47902205	47905647	+	71.06	0.83	361.0	FOXD2
chr1	transcript	47902205	47905647	+	71.06	0.83	361.0	FOXD2
chr1	exon	47902205	47905647	+	71.06	0.83	361.0	FOXD2
chr1	gene	51433509	51435868	+	61.09	0.83	183.0	CDKN2C
chr1	transcript	51433509	51435868	+	61.09	0.83	183.0	CDKN2C
chr1	gene	51795699	51796705	+	72.07	0.79	103.0	RP11-275F13.1
chr1	transcript	51795699	51796705	+	72.07	0.79	103.0	RP11-275F13.1
chr1	gene	52082575	52084117	+	55.38	0.65	76.0	OSBPL9
chr1	transcript	52082575	52084117	+	55.38	0.65	76.0	OSBPL9
chr1	gene	52194848	52195912	+	67.2	0.68	81.0	OSBPL9
chr1	transcript	52194848	52195912	+	67.2	0.68	81.0	OSBPL9
chr1	gene	52642323	52642845	+	57.47	0.61	26.0	ZFYVE9
chr1	transcript	52642323	52642845	+	57.47	0.61	26.0	ZFYVE9
chr1	gene	52646760	52647910	+	69.91	0.61	86.0	ZFYVE9
chr1	transcript	52646760	52647910	+	69.91	0.61	86.0	ZFYVE9
chr1	gene	53129893	53130466	+	57.42	0.7	33.0	FAM159A
chr1	transcript	53129893	53130466	+	57.42	0.7	33.0	FAM159A
chr1	gene	53208240	53208779	+	62.89	0.79	42.0	ZYG11B
chr1	transcript	53208240	53208779	+	62.89	0.79	42.0	ZYG11B
chr1	gene	53238130	53238642	+	53.32	0.72	26.0	ZYG11B
chr1	transcript	53238130	53238642	+	53.32	0.72	26.0	ZYG11B
chr1	gene	53357602	53358158	+	56.65	0.65	29.0	ZYG11A
chr1	transcript	53357602	53358158	+	56.65	0.65	29.0	ZYG11A
chr1	gene	53400307	53401156	+	53.95	0.71	44.0	SCP2
chr1	transcript	53400307	53401156	+	53.95	0.71	44.0	SCP2
chr1	gene	53543986	53544702	+	65.08	0.63	47.0	PODN
chr1	transcript	53543986	53544702	+	65.08	0.63	47.0	PODN
chr1	gene	53662310	53662867	+	72.35	0.76	55.0	CPT2
chr1	transcript	53662310	53662867	+	72.35	0.76	55.0	CPT2
chr1	gene	54665822	54666403	+	64.89	0.83	51.0	MRPL37
chr1	transcript	54665822	54666403	+	64.89	0.83	51.0	MRPL37
chr1	gene	55010675	55011357	+	55.43	0.62	32.0	ACOT11
chr1	transcript	55010675	55011357	+	55.43	0.62	32.0	ACOT11
chr1	gene	55181235	55182063	+	58.33	0.77	54.0	MROH7-TTC4
chr1	transcript	55181235	55182063	+	58.33	0.77	54.0	MROH7-TTC4
chr1	gene	55521735	55522435	+	67.57	0.61	49.0	PCSK9
chr1	transcript	55521735	55522435	+	67.57	0.61	49.0	PCSK9
chr1	gene	59279987	59280621	+	62.93	0.71	44.0	LINC01135
chr1	transcript	59279987	59280621	+	62.93	0.71	44.0	LINC01135
chr1	gene	59280740	59281242	+	62.75	0.73	36.0	LINC01135
chr1	transcript	59280740	59281242	+	62.75	0.73	36.0	LINC01135
chr1	gene	59281488	59282324	+	56.58	0.9	60.0	LINC01135
chr1	transcript	59281488	59282324	+	56.58	0.9	60.0	LINC01135
chr1	gene	59834501	59835043	+	58.49	0.68	31.0	FGGY
chr1	transcript	59834501	59835043	+	58.49	0.68	31.0	FGGY
chr1	gene	59937634	59938190	+	72.3	0.63	46.0	FGGY
chr1	transcript	59937634	59938190	+	72.3	0.63	46.0	FGGY
chr1	gene	61508486	61509781	+	64.48	0.81	109.0	NFIA
chr1	transcript	61508486	61509781	+	64.48	0.81	109.0	NFIA
chr1	gene	61515563	61517060	+	68.07	0.77	133.0	NFIA
chr1	transcript	61515563	61517060	+	68.07	0.77	133.0	NFIA
chr1	gene	61519353	61520101	+	61.23	0.8	56.0	NFIA
chr1	transcript	61519353	61520101	+	61.23	0.8	56.0	NFIA
chr1	gene	61542473	61543306	+	52.1	0.88	49.0	NFIA
chr1	transcript	61542473	61543306	+	52.1	0.88	49.0	NFIA
chr1	gene	61547273	61549720	+	64.69	0.92	236.0	NFIA
chr1	transcript	61547273	61549720	+	64.69	0.92	236.0	NFIA
chr1	gene	61685108	61685733	+	52.16	0.78	33.0	NFIA
chr1	transcript	61685108	61685733	+	52.16	0.78	33.0	NFIA
chr1	gene	62661147	62661839	+	52.46	0.85	40.0	L1TD1
chr1	transcript	62661147	62661839	+	52.46	0.85	40.0	L1TD1
chr1	gene	62902255	62903668	+	63.84	1.02	146.0	USP1
chr1	transcript	62902255	62903668	+	63.84	1.02	146.0	USP1
chr1	gene	64936903	64937530	+	58.05	0.74	39.0	CACHD1
chr1	transcript	64936903	64937530	+	58.05	0.74	39.0	CACHD1
chr1	gene	64971031	64971930	+	67.52	0.65	61.0	CACHD1
chr1	transcript	64971031	64971930	+	67.52	0.65	61.0	CACHD1
chr1	gene	65224925	65225496	+	57.44	0.79	37.0	RAVER2
chr1	transcript	65224925	65225496	+	57.44	0.79	37.0	RAVER2
chr1	gene	65719773	65721476	+	62.01	0.79	129.0	DNAJC6
chr1	transcript	65719773	65721476	+	62.01	0.79	129.0	DNAJC6
chr1	gene	65731247	65731918	+	61.7	0.94	60.0	DNAJC6
chr1	transcript	65731247	65731918	+	61.7	0.94	60.0	DNAJC6
chr1	gene	65774742	65776060	+	63.73	0.76	102.0	DNAJC6
chr1	transcript	65774742	65776060	+	63.73	0.76	102.0	DNAJC6
chr1	gene	65990971	65991835	+	73.38	0.82	95.0	LEPR
chr1	transcript	65990971	65991835	+	73.38	0.82	95.0	LEPR
chr1	gene	67395351	67396617	+	61.14	0.82	97.0	MIER1
chr1	transcript	67395351	67396617	+	61.14	0.82	97.0	MIER1
chr1	gene	68515738	68516629	+	53.65	0.73	47.0	GNG12-AS1
chr1	transcript	68515738	68516629	+	53.65	0.73	47.0	GNG12-AS1
chr1	gene	68627747	68628711	+	57.05	0.62	49.0	GNG12-AS1
chr1	transcript	68627747	68628711	+	57.05	0.62	49.0	GNG12-AS1
chr1	gene	70384990	70385582	+	61.99	0.64	36.0	LRRC7
chr1	transcript	70384990	70385582	+	61.99	0.64	36.0	LRRC7
chr1	gene	70686743	70687617	+	58.58	0.99	74.0	SRSF11
chr1	transcript	70686743	70687617	+	58.58	0.99	74.0	SRSF11
chr1	gene	75595729	75596372	+	57.54	0.75	40.0	LHX8
chr1	transcript	75595729	75596372	+	57.54	0.75	40.0	LHX8
chr1	gene	75596492	75598167	+	53.73	0.64	77.0	LHX8
chr1	transcript	75596492	75598167	+	53.73	0.64	77.0	LHX8
chr1	gene	75600124	75600896	+	54.66	0.72	41.0	LHX8
chr1	transcript	75600124	75600896	+	54.66	0.72	41.0	LHX8
chr1	gene	75601017	75601715	+	50.29	0.98	43.0	LHX8
chr1	transcript	75601017	75601715	+	50.29	0.98	43.0	LHX8
chr1	gene	75601880	75602994	+	69.48	0.76	100.0	LHX8
chr1	transcript	75601880	75602994	+	69.48	0.76	100.0	LHX8
chr1	gene	77997434	77997937	+	73.56	0.71	48.0	AK5
chr1	transcript	77997434	77997937	+	73.56	0.71	48.0	AK5
chr1	gene	78335042	78336772	+	71.5	0.6	132.0	FAM73A
chr1	transcript	78335042	78336772	+	71.5	0.6	132.0	FAM73A
chr1	gene	78511210	78512465	+	61.83	0.91	108.0	GIPC2
chr1	transcript	78511210	78512465	+	61.83	0.91	108.0	GIPC2
chr1	gene	78956382	78956963	+	61.96	0.79	44.0	PTGFR
chr1	transcript	78956382	78956963	+	61.96	0.79	44.0	PTGFR
chr1	gene	82265945	82269049	+	65.72	0.86	284.0	LPHN2
chr1	transcript	82265945	82269049	+	65.72	0.86	284.0	LPHN2
chr1	gene	84764109	84765027	+	67.43	0.79	82.0	SAMD13
chr1	transcript	84764109	84765027	+	67.43	0.79	82.0	SAMD13
chr1	gene	85513486	85514556	+	74.67	0.78	115.0	WDR63
chr1	transcript	85513486	85514556	+	74.67	0.78	115.0	WDR63
chr1	gene	85538052	85538634	+	55.5	0.61	27.0	WDR63
chr1	transcript	85538052	85538634	+	55.5	0.61	27.0	WDR63
chr1	gene	87017993	87019552	+	60.17	0.63	89.0	CLCA4
chr1	transcript	87017993	87019552	+	60.17	0.63	89.0	CLCA4
chr1	gene	87429285	87430328	+	68.07	0.61	74.0	HS2ST1
chr1	transcript	87429285	87430328	+	68.07	0.61	74.0	HS2ST1
chr1	gene	87480763	87481275	+	52.54	0.6	21.0	HS2ST1
chr1	transcript	87480763	87481275	+	52.54	0.6	21.0	HS2ST1
chr1	gene	87480763	87481275	+	52.54	0.6	21.0	RP5-1052I5.2
chr1	transcript	87480763	87481275	+	52.54	0.6	21.0	RP5-1052I5.2
chr1	gene	87597266	87598554	+	61.49	0.7	85.0	HS2ST1
chr1	transcript	87597266	87598554	+	61.49	0.7	85.0	HS2ST1
chr1	gene	87597266	87598554	+	61.49	0.7	85.0	RP5-1052I5.2
chr1	transcript	87597266	87598554	+	61.49	0.7	85.0	RP5-1052I5.2
chr1	gene	87597266	87598554	+	61.49	0.7	85.0	LINC01140
chr1	transcript	87597266	87598554	+	61.49	0.7	85.0	LINC01140
chr1	gene	87796968	87797885	+	64.99	0.7	68.0	LMO4
chr1	transcript	87796968	87797885	+	64.99	0.7	68.0	LMO4
chr1	gene	87800195	87801356	+	62.88	0.76	86.0	LMO4
chr1	transcript	87800195	87801356	+	62.88	0.76	86.0	LMO4
chr1	gene	90098231	90099767	+	67.51	0.87	152.0	RP11-413E1.4
chr1	transcript	90098231	90099767	+	67.51	0.87	152.0	RP11-413E1.4
chr1	gene	90227825	90229174	+	56.41	0.61	64.0	LRRC8C
chr1	transcript	90227825	90229174	+	56.41	0.61	64.0	LRRC8C
chr1	exon	90227825	90229174	+	56.41	0.61	64.0	LRRC8C
chr1	gene	90227825	90229174	+	56.41	0.61	64.0	RP11-302M6.4
chr1	transcript	90227825	90229174	+	56.41	0.61	64.0	RP11-302M6.4
chr1	gene	90263175	90263857	+	69.06	0.64	52.0	RP11-302M6.4
chr1	transcript	90263175	90263857	+	69.06	0.64	52.0	RP11-302M6.4
chr1	gene	90286138	90287525	+	71.23	0.86	151.0	RP11-302M6.4
chr1	transcript	90286138	90287525	+	71.23	0.86	151.0	RP11-302M6.4
chr1	gene	90308840	90309626	+	68.7	0.68	63.0	RP11-302M6.4
chr1	transcript	90308840	90309626	+	68.7	0.68	63.0	RP11-302M6.4
chr1	gene	90308840	90309626	+	68.7	0.68	63.0	LRRC8D
chr1	transcript	90308840	90309626	+	68.7	0.68	63.0	LRRC8D
chr1	gene	92585206	92585755	+	53.37	0.77	30.0	BTBD8
chr1	transcript	92585206	92585755	+	53.37	0.77	30.0	BTBD8
chr1	gene	92593695	92594268	+	55.15	0.6	26.0	BTBD8
chr1	transcript	92593695	92594268	+	55.15	0.6	26.0	BTBD8
chr1	gene	95699313	95700290	+	69.6	0.74	87.0	TMEM56-RWDD3
chr1	transcript	95699313	95700290	+	69.6	0.74	87.0	TMEM56-RWDD3
chr1	gene	95700534	95701195	+	54.31	0.8	39.0	TMEM56-RWDD3
chr1	transcript	95700534	95701195	+	54.31	0.8	39.0	TMEM56-RWDD3
chr1	gene	95700534	95701195	+	54.31	0.8	39.0	RWDD3
chr1	transcript	95700534	95701195	+	54.31	0.8	39.0	RWDD3
chr1	gene	97227700	97229105	+	69.75	0.61	105.0	PTBP2
chr1	transcript	97227700	97229105	+	69.75	0.61	105.0	PTBP2
chr1	gene	99729757	99730617	+	62.33	0.67	55.0	LPPR4
chr1	transcript	99729757	99730617	+	62.33	0.67	55.0	LPPR4
chr1	gene	100322471	100323386	+	67.87	0.61	64.0	AGL
chr1	transcript	100322471	100323386	+	67.87	0.61	64.0	AGL
chr1	gene	100816475	100817333	+	54.78	0.7	45.0	CDC14A
chr1	transcript	100816475	100817333	+	54.78	0.7	45.0	CDC14A
chr1	gene	100817465	100818997	+	63.64	0.71	110.0	CDC14A
chr1	transcript	100817465	100818997	+	63.64	0.71	110.0	CDC14A
chr1	gene	101004472	101006075	+	67.25	0.9	162.0	GPR88
chr1	transcript	101004472	101006075	+	67.25	0.9	162.0	GPR88
chr1	exon	101004472	101006075	+	67.25	0.9	162.0	GPR88
chr1	gene	101704882	101705846	+	56.22	0.62	47.0	S1PR1
chr1	transcript	101704882	101705846	+	56.22	0.62	47.0	S1PR1
chr1	exon	101704882	101705846	+	56.22	0.62	47.0	S1PR1
chr1	gene	106623394	106623995	+	63.39	0.73	44.0	RP5-947P14.1
chr1	transcript	106623394	106623995	+	63.39	0.73	44.0	RP5-947P14.1
chr1	gene	107683667	107684601	+	69.59	0.93	105.0	NTNG1
