chromosome	feature	start	end	strand	C%+G%	Obs/Exp	CGcount	methyl%	gene
chr1	gene	18959134	18959830	+	58.91	0.96	57.0	0.0526	PAX7
chr1	transcript	18959134	18959830	+	58.91	0.96	57.0	0.0526	PAX7
chr1	gene	18962674	18963988	+	59.74	0.75	88.0	0.06268	PAX7
chr1	transcript	18962674	18963988	+	59.74	0.75	88.0	0.06268	PAX7
chr1	gene	18966481	18967663	+	55.84	0.74	63.0	0.0279	PAX7
chr1	transcript	18966481	18967663	+	55.84	0.74	63.0	0.0279	PAX7
chr1	gene	18967767	18968468	+	56.21	0.77	41.0	0.08687	PAX7
chr1	transcript	18967767	18968468	+	56.21	0.77	41.0	0.08687	PAX7
chr1	gene	18969073	18970832	+	63.56	0.69	119.0	0.03786	PAX7
chr1	transcript	18969073	18970832	+	63.56	0.69	119.0	0.03786	PAX7
chr1	gene	18971635	18972164	+	63.14	0.81	42.0	0.07055	PAX7
chr1	transcript	18971635	18972164	+	63.14	0.81	42.0	0.07055	PAX7
chr1	gene	18972877	18973928	+	66.22	0.71	81.0	0.01337	PAX7
chr1	transcript	18972877	18973928	+	66.22	0.71	81.0	0.01337	PAX7
chr1	gene	19043333	19043895	+	73.84	0.89	68.0	0.02941	PAX7
chr1	transcript	19043333	19043895	+	73.84	0.89	68.0	0.02941	PAX7
chr1	gene	19054590	19055163	+	56.72	0.66	28.0	0.80129	PAX7
chr1	transcript	19054590	19055163	+	56.72	0.66	28.0	0.80129	PAX7
chr1	gene	19963557	19964140	+	54.89	0.65	28.0	0.54834	MINOS1-NBL1
chr1	transcript	19963557	19964140	+	54.89	0.65	28.0	0.54834	MINOS1-NBL1
chr1	gene	19970170	19972400	+	71.48	0.82	232.0	0.07591	MINOS1-NBL1
chr1	transcript	19970170	19972400	+	71.48	0.82	232.0	0.07591	MINOS1-NBL1
chr1	gene	19970170	19972400	+	71.48	0.82	232.0	0.07591	NBL1
chr1	transcript	19970170	19972400	+	71.48	0.82	232.0	0.07591	NBL1
chr1	gene	20669523	20670372	+	72.32	0.68	67.0	0.13614	VWA5B1
chr1	transcript	20669523	20670372	+	72.32	0.68	67.0	0.13614	VWA5B1
chr1	gene	21762834	21763505	+	67.51	0.6	46.0	0.13317	CROCCP5
chr1	transcript	21762834	21763505	+	67.51	0.6	46.0	0.13317	CROCCP5
chr1	gene	22140642	22141588	+	64.06	0.77	75.0	0.2052	LDLRAD2
chr1	transcript	22140642	22141588	+	64.06	0.77	75.0	0.2052	LDLRAD2
chr1	gene	22351797	22353021	+	55.64	0.68	64.0	0.0595	LINC00339
chr1	transcript	22351797	22353021	+	55.64	0.68	64.0	0.0595	LINC00339
chr1	gene	22902724	22903414	+	63.62	0.73	51.0	0.89418	EPHA8
chr1	transcript	22902724	22903414	+	63.62	0.73	51.0	0.89418	EPHA8
chr1	gene	22925091	22925594	+	60.04	0.6	27.0	0.84722	EPHA8
chr1	transcript	22925091	22925594	+	60.04	0.6	27.0	0.84722	EPHA8
chr1	gene	23107403	23107940	+	57.36	0.68	29.0	0.84929	EPHB2
chr1	transcript	23107403	23107940	+	57.36	0.68	29.0	0.84929	EPHB2
chr1	gene	23945942	23946606	+	66.57	0.75	55.0	0.02091	MDS2
chr1	transcript	23945942	23946606	+	66.57	0.75	55.0	0.02091	MDS2
chr1	gene	23954298	23955101	+	54.79	0.77	45.0	0.74444	MDS2
chr1	transcript	23954298	23955101	+	54.79	0.77	45.0	0.74444	MDS2
chr1	gene	23963404	23964140	+	54.76	0.6	33.0	0.44098	MDS2
chr1	transcript	23963404	23964140	+	54.76	0.6	33.0	0.44098	MDS2
chr1	gene	24648203	24649496	+	64.19	0.78	104.0	0.05697	GRHL3
chr1	transcript	24648203	24649496	+	64.19	0.78	104.0	0.05697	GRHL3
chr1	gene	24968417	24970725	+	62.39	0.86	192.0	0.00885	SRRM1
chr1	transcript	24968417	24970725	+	62.39	0.86	192.0	0.00885	SRRM1
chr1	gene	26146123	26147461	+	68.09	0.84	128.0	0.00351	RP1-317E23.6
chr1	transcript	26146123	26147461	+	68.09	0.84	128.0	0.00351	RP1-317E23.6
chr1	gene	26146123	26147461	+	68.09	0.84	128.0	0.00351	MTFR1L
chr1	transcript	26146123	26147461	+	68.09	0.84	128.0	0.00351	MTFR1L
chr1	gene	26361518	26362709	+	65.74	0.71	91.0	0.0	EXTL1
chr1	transcript	26361518	26362709	+	65.74	0.71	91.0	0.0	EXTL1
chr1	gene	26551242	26552195	+	61.7	0.63	57.0	0.17547	RP11-231P20.2
chr1	transcript	26551242	26552195	+	61.7	0.63	57.0	0.17547	RP11-231P20.2
chr1	gene	26606222	26606984	+	70.6	0.78	74.0	0.00495	SH3BGRL3
chr1	transcript	26606222	26606984	+	70.6	0.78	74.0	0.00495	SH3BGRL3
chr1	gene	26645487	26646083	+	56.54	0.7	33.0	0.02121	CD52
chr1	transcript	26645487	26646083	+	56.54	0.7	33.0	0.02121	CD52
chr1	gene	27114091	27115119	+	66.83	0.7	79.0	0.0033	PIGV
chr1	transcript	27114091	27115119	+	66.83	0.7	79.0	0.0033	PIGV
chr1	gene	27118673	27119253	+	55.34	0.77	33.0	0.94697	PIGV
chr1	transcript	27118673	27119253	+	55.34	0.77	33.0	0.94697	PIGV
chr1	gene	27248012	27248828	+	65.69	0.96	84.0	0.00258	NUDC
chr1	transcript	27248012	27248828	+	65.69	0.96	84.0	0.00258	NUDC
chr1	gene	27675587	27678251	+	66.89	0.67	198.0	0.53502	SYTL1
chr1	transcript	27675587	27678251	+	66.89	0.67	198.0	0.53502	SYTL1
chr1	gene	27854312	27855286	+	69.71	0.69	82.0	0.11294	RP1-159A19.4
chr1	transcript	27854312	27855286	+	69.71	0.69	82.0	0.11294	RP1-159A19.4
chr1	gene	28074659	28075289	+	55.24	0.63	30.0	0.82712	FAM76A
chr1	transcript	28074659	28075289	+	55.24	0.63	30.0	0.82712	FAM76A
chr1	gene	28171251	28171897	+	55.11	0.63	31.0	0.7222	PPP1R8
chr1	transcript	28171251	28171897	+	55.11	0.63	31.0	0.7222	PPP1R8
chr1	gene	28707500	28708057	+	52.42	0.61	23.0	0.88152	PHACTR4
chr1	transcript	28707500	28708057	+	52.42	0.61	23.0	0.88152	PHACTR4
chr1	gene	28840633	28841167	+	54.49	0.63	25.0	0.39	RCC1
chr1	transcript	28840633	28841167	+	54.49	0.63	25.0	0.39	RCC1
chr1	gene	28844273	28845513	+	65.16	0.87	115.0	0.02921	RCC1
chr1	transcript	28844273	28845513	+	65.16	0.87	115.0	0.02921	RCC1
chr1	gene	28857008	28857866	+	59.67	0.71	54.0	0.6588	RCC1
chr1	transcript	28857008	28857866	+	59.67	0.71	54.0	0.6588	RCC1
chr1	gene	28860458	28861224	+	54.7	0.67	38.0	0.90483	RCC1
chr1	transcript	28860458	28861224	+	54.7	0.67	38.0	0.90483	RCC1
chr1	gene	28884655	28885387	+	53.14	0.6	31.0	0.74194	TRNAU1AP
chr1	transcript	28884655	28885387	+	53.14	0.6	31.0	0.74194	TRNAU1AP
chr1	gene	28918851	28919566	+	72.59	0.88	81.0	0.05955	RAB42
chr1	transcript	28918851	28919566	+	72.59	0.88	81.0	0.05955	RAB42
chr1	gene	28996700	28997312	+	55.39	0.62	29.0	0.66609	GMEB1
chr1	transcript	28996700	28997312	+	55.39	0.62	29.0	0.66609	GMEB1
chr1	gene	29094051	29094698	+	54.87	0.7	34.0	0.77863	YTHDF2
chr1	transcript	29094051	29094698	+	54.87	0.7	34.0	0.77863	YTHDF2
chr1	gene	29184327	29185128	+	53.43	0.72	41.0	0.80271	OPRD1
chr1	transcript	29184327	29185128	+	53.43	0.72	41.0	0.80271	OPRD1
chr1	gene	29189224	29190204	+	65.82	0.74	79.0	0.90455	OPRD1
chr1	transcript	29189224	29190204	+	65.82	0.74	79.0	0.90455	OPRD1
chr1	gene	29240515	29241970	+	66.05	0.85	134.0	0.01072	EPB41
chr1	transcript	29240515	29241970	+	66.05	0.85	134.0	0.01072	EPB41
chr1	gene	29255776	29256339	+	57.02	0.74	34.0	0.93624	EPB41
chr1	transcript	29255776	29256339	+	57.02	0.74	34.0	0.93624	EPB41
chr1	gene	29563631	29565308	+	70.42	0.93	190.0	0.01981	PTPRU
chr1	transcript	29563631	29565308	+	70.42	0.93	190.0	0.01981	PTPRU
chr1	gene	29585853	29587492	+	68.27	0.67	126.0	0.0661	PTPRU
chr1	transcript	29585853	29587492	+	68.27	0.67	126.0	0.0661	PTPRU
chr1	gene	29619769	29620283	+	52.72	0.71	25.0	0.93533	PTPRU
chr1	transcript	29619769	29620283	+	52.72	0.71	25.0	0.93533	PTPRU
chr1	gene	31194201	31194703	+	61.95	0.63	30.0	0.92487	MATN1-AS1
chr1	transcript	31194201	31194703	+	61.95	0.63	30.0	0.92487	MATN1-AS1
chr1	gene	31885619	31887095	+	69.51	0.78	139.0	0.01302	SERINC2
chr1	transcript	31885619	31887095	+	69.51	0.78	139.0	0.01302	SERINC2
chr1	gene	32109798	32110962	+	60.65	0.78	82.0	0.00491	RP11-73M7.6
chr1	transcript	32109798	32110962	+	60.65	0.78	82.0	0.00491	RP11-73M7.6
chr1	gene	32537942	32539148	+	63.52	0.79	91.0	0.00748	TMEM39B
chr1	transcript	32537942	32539148	+	63.52	0.79	91.0	0.00748	TMEM39B
chr1	gene	32548398	32549267	+	52.7	0.65	39.0	0.80537	TMEM39B
chr1	transcript	32548398	32549267	+	52.7	0.65	39.0	0.80537	TMEM39B
chr1	gene	32580504	32581021	+	53.77	0.65	24.0	0.93346	KPNA6
chr1	transcript	32580504	32581021	+	53.77	0.65	24.0	0.93346	KPNA6
chr1	gene	32648785	32649591	+	53.1	0.62	35.0	0.8354	TXLNA
chr1	transcript	32648785	32649591	+	53.1	0.62	35.0	0.8354	TXLNA
chr1	gene	32740552	32742407	+	63.83	0.61	115.0	0.63505	LCK
chr1	transcript	32740552	32742407	+	63.83	0.61	115.0	0.63505	LCK
chr1	gene	32763225	32764118	+	55.1	0.65	44.0	0.94753	HDAC1
chr1	transcript	32763225	32764118	+	55.1	0.65	44.0	0.94753	HDAC1
chr1	gene	32781173	32781881	+	53.25	0.68	34.0	0.27598	HDAC1
chr1	transcript	32781173	32781881	+	53.25	0.68	34.0	0.27598	HDAC1
chr1	gene	32826721	32828294	+	68.85	0.78	144.0	0.29574	TSSK3
chr1	transcript	32826721	32828294	+	68.85	0.78	144.0	0.29574	TSSK3
chr1	gene	32965958	32966689	+	74.97	1.0	100.0	0.01476	RP1-27O5.3
chr1	transcript	32965958	32966689	+	74.97	1.0	100.0	0.01476	RP1-27O5.3
chr1	gene	32986288	32986845	+	56.01	0.72	31.0	0.25403	RP1-27O5.3
chr1	transcript	32986288	32986845	+	56.01	0.72	31.0	0.25403	RP1-27O5.3
chr1	gene	33004795	33005968	+	67.43	0.97	129.0	0.0175	RP1-27O5.3
chr1	transcript	33004795	33005968	+	67.43	0.97	129.0	0.0175	RP1-27O5.3
chr1	gene	33129208	33129732	+	52.29	0.68	24.0	0.88876	RBBP4
chr1	transcript	33129208	33129732	+	52.29	0.68	24.0	0.88876	RBBP4
chr1	gene	33219246	33220772	+	66.25	0.69	116.0	0.05747	KIAA1522
chr1	transcript	33219246	33220772	+	66.25	0.69	116.0	0.05747	KIAA1522
chr1	gene	33282639	33284106	+	66.8	0.68	110.0	0.00499	S100PBP
chr1	transcript	33282639	33284106	+	66.8	0.68	110.0	0.00499	S100PBP
chr1	gene	33358348	33359646	+	68.26	0.69	101.0	0.03369	HPCA
chr1	transcript	33358348	33359646	+	68.26	0.69	101.0	0.03369	HPCA
chr1	gene	33741628	33742519	+	67.0	0.65	65.0	0.95728	ZNF362
chr1	transcript	33741628	33742519	+	67.0	0.65	65.0	0.95728	ZNF362
chr1	gene	34642184	34643126	+	66.24	0.72	74.0	0.18883	C1orf94
chr1	transcript	34642184	34643126	+	66.24	0.72	74.0	0.18883	C1orf94
chr1	gene	35226891	35227399	+	61.02	0.72	34.0	0.74836	GJB4
chr1	transcript	35226891	35227399	+	61.02	0.72	34.0	0.74836	GJB4
chr1	exon	35226891	35227399	+	61.02	0.72	34.0	0.74836	GJB4
chr1	CDS	35226891	35227399	+	61.02	0.72	34.0	0.74836	GJB4
chr1	gene	35544807	35545696	+	58.72	0.74	57.0	0.02339	ZMYM1
chr1	transcript	35544807	35545696	+	58.72	0.74	57.0	0.02339	ZMYM1
chr1	gene	35572475	35573058	+	57.63	0.74	36.0	0.95035	ZMYM1
chr1	transcript	35572475	35573058	+	57.63	0.74	36.0	0.95035	ZMYM1
chr1	gene	36042274	36043477	+	69.33	0.77	112.0	0.13542	TFAP2E
chr1	transcript	36042274	36043477	+	69.33	0.77	112.0	0.13542	TFAP2E
chr1	gene	36348502	36349732	+	68.78	0.67	96.0	0.02421	AGO1
chr1	transcript	36348502	36349732	+	68.78	0.67	96.0	0.02421	AGO1
chr1	gene	36621185	36622757	+	72.14	0.76	156.0	0.00309	MAP7D1
chr1	transcript	36621185	36622757	+	72.14	0.76	156.0	0.00309	MAP7D1
chr1	gene	36634618	36635153	+	56.82	0.66	28.0	0.87029	MAP7D1
chr1	transcript	36634618	36635153	+	56.82	0.66	28.0	0.87029	MAP7D1
chr1	gene	36641525	36642482	+	69.59	0.72	83.0	0.96255	MAP7D1
chr1	transcript	36641525	36642482	+	69.59	0.72	83.0	0.96255	MAP7D1
chr1	gene	36643578	36645180	+	67.73	0.61	109.0	0.89065	MAP7D1
chr1	transcript	36643578	36645180	+	67.73	0.61	109.0	0.89065	MAP7D1
chr1	gene	36786501	36787598	+	66.73	0.67	81.0	0.19231	SH3D21
chr1	transcript	36786501	36787598	+	66.73	0.67	81.0	0.19231	SH3D21
chr1	gene	36787722	36789590	+	71.9	0.73	176.0	0.16254	SH3D21
chr1	transcript	36787722	36789590	+	71.9	0.73	176.0	0.16254	SH3D21
chr1	gene	38272962	38274403	+	69.54	0.84	146.0	0.01057	C1orf122
chr1	transcript	38272962	38274403	+	69.54	0.84	146.0	0.01057	C1orf122
chr1	exon	38272962	38274403	+	69.54	0.84	146.0	0.01057	C1orf122
chr1	gene	38477751	38478728	+	56.5	0.77	60.0	0.08536	UTP11L
chr1	transcript	38477751	38478728	+	56.5	0.77	60.0	0.08536	UTP11L
chr1	gene	39338415	39339451	+	66.31	0.77	87.0	0.00041	RP5-864K19.4
chr1	transcript	39338415	39339451	+	66.31	0.77	87.0	0.00041	RP5-864K19.4
chr1	gene	39345405	39346055	+	54.31	0.77	37.0	0.90782	RP5-864K19.4
chr1	transcript	39345405	39346055	+	54.31	0.77	37.0	0.90782	RP5-864K19.4
chr1	gene	39457411	39458131	+	54.17	0.64	33.0	0.00579	AKIRIN1
chr1	transcript	39457411	39458131	+	54.17	0.64	33.0	0.00579	AKIRIN1
chr1	gene	39498967	39499599	+	56.33	0.64	32.0	0.67163	NDUFS5
chr1	transcript	39498967	39499599	+	56.33	0.64	32.0	0.67163	NDUFS5
chr1	gene	39559896	39560438	+	50.55	0.7	24.0	0.90664	MACF1
chr1	transcript	39559896	39560438	+	50.55	0.7	24.0	0.90664	MACF1
chr1	gene	39570451	39572325	+	68.25	0.79	171.0	0.0395	MACF1
chr1	transcript	39570451	39572325	+	68.25	0.79	171.0	0.0395	MACF1
chr1	gene	39874019	39875372	+	72.06	0.87	153.0	0.00696	MACF1
chr1	transcript	39874019	39875372	+	72.06	0.87	153.0	0.00696	MACF1
chr1	gene	39980366	39981873	+	66.36	0.8	133.0	0.05293	BMP8A
chr1	transcript	39980366	39981873	+	66.36	0.8	133.0	0.05293	BMP8A
chr1	gene	40203823	40204866	+	55.8	0.8	65.0	0.30529	PPIE
chr1	transcript	40203823	40204866	+	55.8	0.8	65.0	0.30529	PPIE
chr1	gene	40690976	40691596	+	53.23	0.62	27.0	0.81481	RLF
chr1	transcript	40690976	40691596	+	53.23	0.62	27.0	0.81481	RLF
chr1	gene	40839216	40840144	+	69.94	0.68	74.0	0.01094	SMAP2
chr1	transcript	40839216	40840144	+	69.94	0.68	74.0	0.01094	SMAP2
chr1	gene	41267772	41268527	+	66.09	0.72	59.0	0.0565	KCNQ4
chr1	transcript	41267772	41268527	+	66.09	0.72	59.0	0.0565	KCNQ4
chr1	gene	41283604	41284592	+	66.9	0.71	78.0	0.07931	KCNQ4
chr1	transcript	41283604	41284592	+	66.9	0.71	78.0	0.07931	KCNQ4
chr1	gene	41831865	41832692	+	71.83	0.64	68.0	0.0086	FOXO6
chr1	transcript	41831865	41832692	+	71.83	0.64	68.0	0.0086	FOXO6
chr1	gene	41847221	41848522	+	75.48	0.88	162.0	0.01533	FOXO6
chr1	transcript	41847221	41848522	+	75.48	0.88	162.0	0.01533	FOXO6
chr1	gene	42928679	42929523	+	56.64	0.94	63.0	0.03279	PPCS
chr1	transcript	42928679	42929523	+	56.64	0.94	63.0	0.03279	PPCS
chr1	gene	43250303	43251421	+	66.91	0.62	75.0	0.07489	C1orf50
chr1	transcript	43250303	43251421	+	66.91	0.62	75.0	0.07489	C1orf50
chr1	gene	43613316	43613977	+	61.72	0.76	47.0	0.05828	FAM183A
chr1	transcript	43613316	43613977	+	61.72	0.76	47.0	0.05828	FAM183A
chr1	gene	43814075	43815278	+	65.92	0.74	96.0	0.71515	MPL
chr1	transcript	43814075	43815278	+	65.92	0.74	96.0	0.71515	MPL
chr1	gene	43996363	43997748	+	74.87	0.86	166.0	0.00217	PTPRF
chr1	transcript	43996363	43997748	+	74.87	0.86	166.0	0.00217	PTPRF
chr1	gene	44030870	44031910	+	67.31	0.66	78.0	0.12054	PTPRF
chr1	transcript	44030870	44031910	+	67.31	0.66	78.0	0.12054	PTPRF
chr1	gene	44056724	44057630	+	66.23	0.61	61.0	0.9439	PTPRF
chr1	transcript	44056724	44057630	+	66.23	0.61	61.0	0.9439	PTPRF
chr1	gene	44172544	44173875	+	68.29	0.9	140.0	0.00467	ST3GAL3
chr1	transcript	44172544	44173875	+	68.29	0.9	140.0	0.00467	ST3GAL3
chr1	gene	44401659	44402727	+	72.94	0.71	99.0	0.13175	ARTN
chr1	transcript	44401659	44402727	+	72.94	0.71	99.0	0.13175	ARTN
chr1	gene	44870868	44872133	+	63.16	0.79	99.0	0.00787	RNF220
chr1	transcript	44870868	44872133	+	63.16	0.79	99.0	0.00787	RNF220
chr1	gene	44872239	44874204	+	66.26	0.81	175.0	0.01183	RNF220
chr1	transcript	44872239	44874204	+	66.26	0.81	175.0	0.01183	RNF220
chr1	gene	44883137	44884273	+	67.78	0.84	110.0	0.03794	RNF220
chr1	transcript	44883137	44884273	+	67.78	0.84	110.0	0.03794	RNF220
chr1	gene	45082667	45083286	+	65.27	0.98	63.0	0.87493	RNF220
chr1	transcript	45082667	45083286	+	65.27	0.98	63.0	0.87493	RNF220
chr1	gene	45097179	45098348	+	67.24	0.77	101.0	0.03615	RNF220
chr1	transcript	45097179	45098348	+	67.24	0.77	101.0	0.03615	RNF220
chr1	gene	45106124	45106790	+	50.45	0.71	30.0	0.94892	RNF220
chr1	transcript	45106124	45106790	+	50.45	0.71	30.0	0.94892	RNF220
chr1	gene	45189518	45191234	+	66.03	0.61	113.0	0.63391	C1orf228
chr1	transcript	45189518	45191234	+	66.03	0.61	113.0	0.63391	C1orf228
chr1	gene	45278623	45279746	+	69.01	0.7	94.0	0.39961	BTBD19
chr1	transcript	45278623	45279746	+	69.01	0.7	94.0	0.39961	BTBD19
chr1	gene	45279992	45280706	+	56.58	0.75	42.0	0.7013	BTBD19
chr1	transcript	45279992	45280706	+	56.58	0.75	42.0	0.7013	BTBD19
chr1	exon	45279992	45280706	+	56.58	0.75	42.0	0.7013	BTBD19
chr1	gene	46016331	46016957	+	61.98	0.68	41.0	0.00222	AKR1A1
chr1	transcript	46016331	46016957	+	61.98	0.68	41.0	0.00222	AKR1A1
chr1	gene	46268979	46269888	+	72.72	0.97	112.0	0.00549	MAST2
chr1	transcript	46268979	46269888	+	72.72	0.97	112.0	0.00549	MAST2
chr1	gene	46276711	46277599	+	54.17	0.71	46.0	0.89148	MAST2
chr1	transcript	46276711	46277599	+	54.17	0.71	46.0	0.89148	MAST2
chr1	gene	46354065	46354602	+	53.07	0.62	23.0	0.33333	MAST2
chr1	transcript	46354065	46354602	+	53.07	0.62	23.0	0.33333	MAST2
chr1	gene	46442882	46443545	+	52.19	0.61	27.0	0.07407	MAST2
chr1	transcript	46442882	46443545	+	52.19	0.61	27.0	0.07407	MAST2
chr1	gene	46771104	46771772	+	55.24	0.79	40.0	0.8086	UQCRH
chr1	transcript	46771104	46771772	+	55.24	0.79	40.0	0.8086	UQCRH
chr1	gene	46932049	46933003	+	68.13	0.92	101.0	0.04224	LINC00505
chr1	transcript	46932049	46933003	+	68.13	0.92	101.0	0.04224	LINC00505
chr1	gene	47009446	47010244	+	67.42	0.66	59.0	0.12853	MKNK1-AS1
chr1	transcript	47009446	47010244	+	67.42	0.66	59.0	0.12853	MKNK1-AS1
chr1	gene	47489195	47489802	+	66.89	0.69	47.0	0.07801	CYP4X1
chr1	transcript	47489195	47489802	+	66.89	0.69	47.0	0.07801	CYP4X1
chr1	gene	47881800	47883392	+	72.68	0.9	186.0	0.06245	FOXE3
chr1	transcript	47881800	47883392	+	72.68	0.9	186.0	0.06245	FOXE3
chr1	exon	47881800	47883392	+	72.68	0.9	186.0	0.06245	FOXE3
chr1	gene	47902205	47905647	+	71.06	0.83	361.0	0.04696	FOXD2
chr1	transcript	47902205	47905647	+	71.06	0.83	361.0	0.04696	FOXD2
chr1	exon	47902205	47905647	+	71.06	0.83	361.0	0.04696	FOXD2
chr1	gene	51433509	51435868	+	61.09	0.83	183.0	0.00378	CDKN2C
chr1	transcript	51433509	51435868	+	61.09	0.83	183.0	0.00378	CDKN2C
chr1	gene	51795699	51796705	+	72.07	0.79	103.0	0.02184	RP11-275F13.1
chr1	transcript	51795699	51796705	+	72.07	0.79	103.0	0.02184	RP11-275F13.1
chr1	gene	52082575	52084117	+	55.38	0.65	76.0	0.28013	OSBPL9
chr1	transcript	52082575	52084117	+	55.38	0.65	76.0	0.28013	OSBPL9
chr1	gene	52194848	52195912	+	67.2	0.68	81.0	0.00412	OSBPL9
chr1	transcript	52194848	52195912	+	67.2	0.68	81.0	0.00412	OSBPL9
chr1	gene	52642323	52642845	+	57.47	0.61	26.0	0.85256	ZFYVE9
chr1	transcript	52642323	52642845	+	57.47	0.61	26.0	0.85256	ZFYVE9
chr1	gene	52646760	52647910	+	69.91	0.61	86.0	0.90373	ZFYVE9
chr1	transcript	52646760	52647910	+	69.91	0.61	86.0	0.90373	ZFYVE9
chr1	gene	53129893	53130466	+	57.42	0.7	33.0	0.95855	FAM159A
chr1	transcript	53129893	53130466	+	57.42	0.7	33.0	0.95855	FAM159A
chr1	gene	53208240	53208779	+	62.89	0.79	42.0	0.96488	ZYG11B
chr1	transcript	53208240	53208779	+	62.89	0.79	42.0	0.96488	ZYG11B
chr1	gene	53238130	53238642	+	53.32	0.72	26.0	0.93399	ZYG11B
chr1	transcript	53238130	53238642	+	53.32	0.72	26.0	0.93399	ZYG11B
chr1	gene	53357602	53358158	+	56.65	0.65	29.0	0.90932	ZYG11A
chr1	transcript	53357602	53358158	+	56.65	0.65	29.0	0.90932	ZYG11A
chr1	gene	53400307	53401156	+	53.95	0.71	44.0	0.82131	SCP2
chr1	transcript	53400307	53401156	+	53.95	0.71	44.0	0.82131	SCP2
chr1	gene	53543986	53544702	+	65.08	0.63	47.0	0.89336	PODN
chr1	transcript	53543986	53544702	+	65.08	0.63	47.0	0.89336	PODN
chr1	gene	53662310	53662867	+	72.35	0.76	55.0	0.01566	CPT2
chr1	transcript	53662310	53662867	+	72.35	0.76	55.0	0.01566	CPT2
chr1	gene	54665822	54666403	+	64.89	0.83	51.0	0.00612	MRPL37
chr1	transcript	54665822	54666403	+	64.89	0.83	51.0	0.00612	MRPL37
chr1	gene	55010675	55011357	+	55.43	0.62	32.0	0.84564	ACOT11
chr1	transcript	55010675	55011357	+	55.43	0.62	32.0	0.84564	ACOT11
chr1	gene	55181235	55182063	+	58.33	0.77	54.0	0.00582	MROH7-TTC4
chr1	transcript	55181235	55182063	+	58.33	0.77	54.0	0.00582	MROH7-TTC4
chr1	gene	55521735	55522435	+	67.57	0.61	49.0	0.6898	PCSK9
chr1	transcript	55521735	55522435	+	67.57	0.61	49.0	0.6898	PCSK9
chr1	gene	59279987	59280621	+	62.93	0.71	44.0	0.86836	LINC01135
chr1	transcript	59279987	59280621	+	62.93	0.71	44.0	0.86836	LINC01135
chr1	gene	59280740	59281242	+	62.75	0.73	36.0	0.08333	LINC01135
chr1	transcript	59280740	59281242	+	62.75	0.73	36.0	0.08333	LINC01135
chr1	gene	59281488	59282324	+	56.58	0.9	60.0	0.00935	LINC01135
chr1	transcript	59281488	59282324	+	56.58	0.9	60.0	0.00935	LINC01135
chr1	gene	59834501	59835043	+	58.49	0.68	31.0	0.94826	FGGY
chr1	transcript	59834501	59835043	+	58.49	0.68	31.0	0.94826	FGGY
chr1	gene	59937634	59938190	+	72.3	0.63	46.0	0.87623	FGGY
chr1	transcript	59937634	59938190	+	72.3	0.63	46.0	0.87623	FGGY
chr1	gene	61508486	61509781	+	64.48	0.81	109.0	0.27011	NFIA
chr1	transcript	61508486	61509781	+	64.48	0.81	109.0	0.27011	NFIA
chr1	gene	61515563	61517060	+	68.07	0.77	133.0	0.00733	NFIA
chr1	transcript	61515563	61517060	+	68.07	0.77	133.0	0.00733	NFIA
chr1	gene	61519353	61520101	+	61.23	0.8	56.0	0.03134	NFIA
chr1	transcript	61519353	61520101	+	61.23	0.8	56.0	0.03134	NFIA
chr1	gene	61542473	61543306	+	52.1	0.88	49.0	0.0085	NFIA
chr1	transcript	61542473	61543306	+	52.1	0.88	49.0	0.0085	NFIA
chr1	gene	61547273	61549720	+	64.69	0.92	236.0	0.00318	NFIA
chr1	transcript	61547273	61549720	+	64.69	0.92	236.0	0.00318	NFIA
chr1	gene	61685108	61685733	+	52.16	0.78	33.0	0.79786	NFIA
chr1	transcript	61685108	61685733	+	52.16	0.78	33.0	0.79786	NFIA
chr1	gene	62661147	62661839	+	52.46	0.85	40.0	0.16707	L1TD1
chr1	transcript	62661147	62661839	+	52.46	0.85	40.0	0.16707	L1TD1
chr1	gene	62902255	62903668	+	63.84	1.02	146.0	0.00574	USP1
chr1	transcript	62902255	62903668	+	63.84	1.02	146.0	0.00574	USP1
chr1	gene	64936903	64937530	+	58.05	0.74	39.0	0.04301	CACHD1
chr1	transcript	64936903	64937530	+	58.05	0.74	39.0	0.04301	CACHD1
chr1	gene	64971031	64971930	+	67.52	0.65	61.0	0.0	CACHD1
chr1	transcript	64971031	64971930	+	67.52	0.65	61.0	0.0	CACHD1
chr1	gene	65224925	65225496	+	57.44	0.79	37.0	0.93444	RAVER2
chr1	transcript	65224925	65225496	+	57.44	0.79	37.0	0.93444	RAVER2
chr1	gene	65719773	65721476	+	62.01	0.79	129.0	0.05469	DNAJC6
chr1	transcript	65719773	65721476	+	62.01	0.79	129.0	0.05469	DNAJC6
chr1	gene	65731247	65731918	+	61.7	0.94	60.0	0.0	DNAJC6
chr1	transcript	65731247	65731918	+	61.7	0.94	60.0	0.0	DNAJC6
chr1	gene	65774742	65776060	+	63.73	0.76	102.0	0.02691	DNAJC6
chr1	transcript	65774742	65776060	+	63.73	0.76	102.0	0.02691	DNAJC6
chr1	gene	65990971	65991835	+	73.38	0.82	95.0	0.14006	LEPR
chr1	transcript	65990971	65991835	+	73.38	0.82	95.0	0.14006	LEPR
chr1	gene	67395351	67396617	+	61.14	0.82	97.0	0.00237	MIER1
chr1	transcript	67395351	67396617	+	61.14	0.82	97.0	0.00237	MIER1
